product_id,product_type,brand,weight,price,average_units_sold,year_added,stock_location
856,Produce,GoldTree,423.69,8.0,21,2016.0,B
857,Bakery,TopBrand,429.34 grams,10.97,14,2021.0,b
858,Meat,GoldTree,419.68 grams,16.04,26,2017.0,d
859,Snacks,YumMie,462.34,6.52,17,2017.0,C
860,Snacks,TastyTreat,658.31,7.84,18,2021.0,A
861,Dairy,TopBrand,543.48 grams,12.74,20,2017.0,B
862,Meat,SilverLake,357.34,15.76,27,2020.0,C
863,Dairy,TopBrand,595.04,12.96,20,2020.0,a
864,Dairy,YumMie,496.24,9.03,22,2018.0,A
865,Snacks,YumMie,500.49,5.85,18,2016.0,D
866,Meat,TastyTreat,430.03 grams,14.48,26,2018.0,B
867,Meat,SmoothTaste,437.35,13.55,27,2018.0,B
868,Meat,TopBrand,430.19,15.8,24,2015.0,d
869,Bakery,StandardYums,481.29 grams,7.09,21,2018.0,A
870,Snacks,YumMie,428.06,6.15,18,2016.0,B
871,Snacks,YumMie,686.68,6.01,18,,d
872,Meat,SilverLake,655.16,16.9,27,,a
873,Meat,TastyTreat,529.45,13.82,27,2016.0,C
874,Produce,GoldTree,436.03,8.29,21,2015.0,C
875,Dairy,GoldTree,582.01 grams,12.81,22,2017.0,A
876,Bakery,SilverLake,571.5,11.23,18,2017.0,B
877,Snacks,TastyTreat,475.24 grams,7.77,18,2017.0,b
878,Bakery,SilverLake,453.01 grams,10.82,18,2016.0,A
879,Produce,GoldTree,710.28,7.9,21,,C
880,Produce,SilverLake,700.29,8.16,23,2020.0,b
881,Produce,GoldTree,554.21,7.97,21,2017.0,D
882,Produce,GoldTree,492.06 grams,8.29,21,2019.0,A
883,Meat,SilverLake,525.3,16.01,27,2020.0,A
884,Dairy,StandardYums,381.76 grams,8.66,26,2021.0,C
885,Meat,GoldTree,633.4 grams,16.03,25,2016.0,A
886,Bakery,SilverLake,634.19 grams,11.16,18,2017.0,c
887,Produce,SmoothTaste,537.93 grams,5.61,22,2019.0,D
888,Produce,GoldTree,651.62,8.17,21,2017.0,c
889,Produce,GoldTree,404.16,7.97,21,2016.0,c
890,Bakery,TastyTreat,577 grams,11.3,18,2020.0,A
891,Dairy,TopBrand,520.4 grams,12.85,20,2016.0,B
892,Meat,GoldTree,516.22 grams,16.12,26,2018.0,b
893,Bakery,GoldTree,592.66,11.01,16,2022.0,a
894,Meat,SmoothTaste,500.79,13.73,27,2016.0,A
895,Meat,TastyTreat,461.54 grams,14.65,26,2021.0,C
896,Meat,TastyTreat,582.38 grams,13.8,26,2022.0,d
897,Produce,GoldTree,570.88 grams,8.0,21,,c
898,Bakery,SilverLake,496.1,11.43,18,2016.0,D
899,Produce,SmoothTaste,322.47 grams,5.91,22,2015.0,a
900,Produce,StandardYums,381.43,3.59,26,2021.0,D
901,Bakery,YumMie,451.51,7.05,16,2020.0,A
902,Bakery,TastyTreat,658.05,8.63,17,2021.0,B
903,Meat,TopBrand,493.26,16.06,24,2020.0,B
904,Produce,GoldTree,510.86,8.0,21,2016.0,b
905,Produce,SmoothTaste,480.88,6.74,22,2016.0,A
906,Bakery,TastyTreat,448.71,8.68,16,2017.0,c
907,Dairy,TastyTreat,611.51,10.79,22,2015.0,D
908,Snacks,TopBrand,422.09 grams,9.72,16,2017.0,B
909,Meat,TastyTreat,342.83,14.35,26,2015.0,D
910,Meat,GoldTree,651.77 grams,16.15,26,2015.0,d
911,Snacks,StandardYums,372.16,5.87,23,2018.0,b
912,Dairy,GoldTree,568.04,13.09,22,2019.0,C
913,Produce,SmoothTaste,506.24,6.0,22,2016.0,C
914,Snacks,StandardYums,479.42 grams,5.79,22,2021.0,C
915,Meat,SilverLake,588.66,16.31,27,2018.0,B
916,Bakery,SilverLake,741.99 grams,10.93,18,2017.0,a
917,Meat,SilverLake,491.28 grams,16.38,27,2022.0,B
918,Bakery,TastyTreat,410.48,9.07,16,2016.0,B
919,Produce,StandardYums,337.73,3.54,25,2019.0,B
920,Produce,TopBrand,374.34,7.92,19,2020.0,B
921,Produce,-,294.34,4.15,26,2022.0,A
922,Meat,TopBrand,378.93,15.96,24,2020.0,A
923,Bakery,TopBrand,546.23,11.13,14,2017.0,B
924,Dairy,StandardYums,559.07 grams,9.18,26,,B
925,Meat,StandardYums,407.44,12.14,30,,D
926,Produce,TopBrand,492.04,8.47,19,2017.0,A
927,Snacks,StandardYums,619.32 grams,6.57,22,,C
928,Produce,GoldTree,534.55 grams,7.81,21,2015.0,C
929,Produce,GoldTree,552.54,7.94,21,2021.0,C
930,Produce,GoldTree,447.72 grams,7.99,21,2019.0,a
931,Dairy,StandardYums,589.18,8.83,26,2018.0,c
932,Meat,TopBrand,427.62,15.98,23,2020.0,B
933,Dairy,StandardYums,562.06,8.75,26,2022.0,D
934,Produce,StandardYums,411.87 grams,3.48,25,2017.0,A
935,Meat,GoldTree,498.34 grams,15.87,26,,d
936,Bakery,StandardYums,513.75,6.7,21,2022.0,c
937,Bakery,TastyTreat,450.55,10.43,17,2017.0,b
938,Meat,SilverLake,511.24,15.67,27,2021.0,B
939,Bakery,YumMie,490.53,7.13,16,2018.0,B
940,Produce,StandardYums,415.66,4.41,25,2016.0,C
941,Produce,GoldTree,454.66,7.95,21,,c
942,Dairy,SilverLake,433.21 grams,12.59,23,,B
943,Produce,StandardYums,447.36,4.0,25,2016.0,B
944,Meat,SmoothTaste,426.48,13.63,26,2020.0,D
945,Bakery,SmoothTaste,470.75,9.45,17,2022.0,B
946,Bakery,StandardYums,431.09,7.27,21,2022.0,C
947,Dairy,TopBrand,563.26 grams,12.79,20,2018.0,A
948,Produce,TastyTreat,523.86 grams,6.86,21,2021.0,C
949,Produce,TastyTreat,697.46 grams,5.57,21,2016.0,c
950,Bakery,StandardYums,522.42,7.55,21,2021.0,C
951,Bakery,TastyTreat,427.63,9.42,17,2021.0,D
952,Produce,GoldTree,566.44,7.89,21,2015.0,C
953,Produce,GoldTree,447.06 grams,8.03,21,2019.0,d
954,Produce,SilverLake,449.93 grams,7.96,23,2017.0,B
955,Bakery,TastyTreat,536.43,9.55,17,2018.0,C
956,Dairy,-,511.35,13.12,23,2021.0,C
957,Snacks,TopBrand,506.9,10.16,16,2019.0,c
958,Produce,GoldTree,487.38 grams,8.17,21,2021.0,D
959,Dairy,YumMie,421.22,8.92,22,2016.0,D
960,Dairy,SmoothTaste,491.44 grams,10.79,22,2022.0,B
961,Snacks,SmoothTaste,314.51,9.03,18,2018.0,A
962,Bakery,StandardYums,491.6,6.63,21,2017.0,C
963,Dairy,SmoothTaste,500.29,11.19,22,,C
964,Produce,GoldTree,423.43,7.87,21,2019.0,B
965,Produce,GoldTree,501.74,7.88,21,2019.0,b
966,Bakery,YumMie,376.36,6.98,16,,a
967,Bakery,TastyTreat,505.82 grams,8.69,16,2020.0,A
968,Snacks,YumMie,559.11,5.86,17,2021.0,B
969,Produce,TopBrand,378.71,8.43,19,2019.0,C
970,Meat,TastyTreat,386.44 grams,13.68,26,2022.0,D
971,Bakery,StandardYums,433.73,7.51,21,2020.0,a
972,Dairy,SmoothTaste,465.13,10.78,23,2018.0,B
973,Meat,SilverLake,523.16,15.69,28,2018.0,D
974,Produce,TopBrand,445.32,8.14,19,,D
975,Bakery,TastyTreat,392.24,8.9,16,2017.0,d
976,Produce,SmoothTaste,583.46,5.63,22,2019.0,a
977,Bakery,TastyTreat,345.3,8.81,17,2016.0,b
978,Bakery,YumMie,506.83,6.86,16,2020.0,C
979,Meat,GoldTree,447.7 grams,16.16,26,2021.0,D
980,Bakery,TastyTreat,574.78,9.08,17,2020.0,B
981,Bakery,TopBrand,528.68 grams,10.72,15,2019.0,A
982,Produce,GoldTree,644.73,8.12,21,2016.0,C
983,Snacks,TopBrand,436.97,10.0,16,2016.0,d
984,Meat,GoldTree,548.22 grams,16.08,26,2016.0,A
985,Produce,GoldTree,521.05,8.01,21,2017.0,d
986,Meat,SmoothTaste,440.23,13.54,26,2018.0,C
987,Meat,SmoothTaste,579.83,14.02,27,2021.0,B
988,Meat,GoldTree,593.38 grams,15.91,26,2022.0,C
989,Meat,SilverLake,475.7,15.68,28,2016.0,A
990,Bakery,TastyTreat,393.44,8.85,17,2021.0,D
991,Meat,TastyTreat,531.89,14.91,26,2016.0,A
992,Meat,TopBrand,481.92,15.67,24,2015.0,a
993,Produce,SilverLake,512.21 grams,8.08,22,2019.0,B
994,Dairy,StandardYums,541.4,8.41,26,2022.0,d
995,Produce,SilverLake,541.52,7.84,22,2020.0,b
996,Meat,StandardYums,382.44 grams,12.0,31,2018.0,A
997,Produce,SilverLake,328.63 grams,8.01,23,2016.0,B
998,Produce,StandardYums,446.42,3.9,25,2019.0,C
999,Produce,TastyTreat,582.24,6.0,22,2016.0,C
1000,Dairy,TastyTreat,573.99,10.89,22,,c
1001,Produce,SilverLake,462.59,8.03,23,2020.0,D
1002,Produce,TastyTreat,466.54,5.64,21,2016.0,D
1003,Dairy,StandardYums,478.87,8.89,27,,C
1004,Produce,TopBrand,365.17,7.78,19,2015.0,B
1005,Bakery,SmoothTaste,564.63,8.56,17,2015.0,D
1006,Dairy,StandardYums,515.77 grams,8.74,26,,d
1007,Bakery,GoldTree,336.87,10.82,16,2017.0,d
1008,Meat,SilverLake,566.87 grams,16.48,27,,B
1009,Bakery,GoldTree,637.73,10.97,16,2019.0,B
1010,Bakery,SmoothTaste,490.94 grams,8.8,18,2016.0,D
1011,Bakery,SmoothTaste,380.33,8.94,17,2017.0,d
1012,Meat,TastyTreat,596.41 grams,14.61,26,2015.0,d
1013,Dairy,TastyTreat,414.26,11.69,22,2019.0,B
1014,Produce,GoldTree,558.77,8.17,21,2016.0,C
1015,Produce,GoldTree,637.31,8.15,21,,C
1016,Snacks,StandardYums,466.16,6.38,22,2017.0,b
1017,Bakery,TopBrand,462.84,10.92,14,2019.0,B
1018,Meat,GoldTree,576.32,15.85,26,2016.0,D
1019,Produce,GoldTree,531.96,8.23,21,2017.0,a
1020,Produce,SmoothTaste,497.25,6.21,22,2021.0,B
1021,Meat,-,478.28,15.79,27,2018.0,c
1022,Bakery,StandardYums,427.12,6.51,21,2021.0,a
1023,Produce,SilverLake,459.95,8.23,22,2020.0,b
1024,Produce,GoldTree,455.04 grams,8.07,21,2020.0,A
1025,Bakery,SmoothTaste,569.89,9.58,17,2022.0,C
1026,Produce,GoldTree,664.42,8.11,21,2021.0,C
1027,Produce,SmoothTaste,397.99,7.09,22,2018.0,c
1028,Produce,GoldTree,535.34,8.06,21,2016.0,D
1029,Produce,TopBrand,673.01 grams,7.71,19,2019.0,a
1030,Dairy,SmoothTaste,408.76 grams,11.38,23,2016.0,A
1031,Bakery,SilverLake,478.66,10.81,19,2015.0,B
1032,Bakery,TastyTreat,499.28,9.21,16,2016.0,D
1033,Meat,TopBrand,672.44,16.11,24,2017.0,C
1034,Meat,TastyTreat,531.52,13.96,26,2022.0,C
1035,Produce,GoldTree,443.96 grams,7.9,21,2015.0,D
1036,Dairy,YumMie,559.75 grams,9.04,22,2016.0,D
1037,Bakery,SmoothTaste,276.67,8.97,17,2021.0,d
1038,Produce,YumMie,431.92,3.96,21,2015.0,a
1039,Produce,GoldTree,403.78 grams,8.03,21,2015.0,A
1040,Produce,SmoothTaste,423.67,5.95,21,2015.0,B
1041,Bakery,SilverLake,524.11,11.17,18,2022.0,B
1042,Meat,GoldTree,570.5,16.13,26,2015.0,C
1043,Dairy,SilverLake,420.01,13.05,23,,D
1044,Snacks,YumMie,306.9,5.78,18,2020.0,A
1045,Bakery,TastyTreat,572.44,8.67,17,2020.0,C
1046,Meat,SmoothTaste,470.06,14.05,26,2021.0,c
1047,Produce,SmoothTaste,556.13,5.42,23,2017.0,A
1048,Dairy,GoldTree,434.82,12.88,22,2021.0,C
1049,Produce,TopBrand,387.1,7.86,19,2019.0,D
1050,Dairy,TastyTreat,618.5,12.33,22,2021.0,C
1051,Snacks,StandardYums,383.57,6.31,23,2018.0,d
1052,Produce,GoldTree,787.85 grams,8.26,21,2017.0,a
1053,Produce,TopBrand,633.76,7.92,19,2019.0,D
1054,Meat,GoldTree,711.14,16.11,25,2017.0,b
1055,Dairy,SilverLake,637.35,13.51,24,2021.0,d
1057,Produce,TastyTreat,554.01,6.26,22,2016.0,D
1058,Dairy,TopBrand,584.61 grams,13.42,20,2022.0,B
1059,Meat,TastyTreat,601.72,13.92,26,2015.0,C
1060,Produce,GoldTree,486.49 grams,7.98,21,2018.0,A
1061,Produce,TopBrand,558.09,7.83,19,2022.0,c
1062,Produce,SmoothTaste,614.9,5.64,22,2015.0,b
1063,Bakery,TastyTreat,548.81,9.23,17,2017.0,a
1064,Snacks,GoldTree,542.87 grams,10.0,18,2016.0,B
1065,Bakery,StandardYums,415.66 grams,8.19,21,2016.0,D
1066,Meat,SmoothTaste,507.33 grams,14.13,27,2020.0,D
1067,Meat,TastyTreat,551.02 grams,13.93,26,2019.0,C
1068,Produce,TopBrand,597.56,8.07,20,2016.0,B
1069,Produce,GoldTree,407.31,8.09,21,2016.0,A
1070,Dairy,TopBrand,592.52,12.72,20,2015.0,D
1071,Dairy,TastyTreat,467.66 grams,10.84,24,2020.0,c
1072,Meat,TopBrand,554.02,16.6,23,2019.0,C
1073,Dairy,TastyTreat,587.48,10.99,23,2015.0,d
1074,Bakery,TopBrand,481.37,10.87,15,2018.0,C
1075,Snacks,YumMie,371.21,6.21,18,2017.0,D
1076,Meat,SmoothTaste,643.74,13.88,27,2019.0,B
1077,Produce,GoldTree,554.3 grams,7.98,21,2020.0,D
1078,Meat,-,382.62 grams,14.22,26,2022.0,D
1079,Meat,TastyTreat,501.6 grams,14.01,26,2021.0,C
1080,Produce,GoldTree,523.4 grams,7.92,21,2016.0,B
1081,Meat,TastyTreat,528.55,13.64,26,2022.0,D
1082,Dairy,TastyTreat,533.92,11.78,22,2018.0,B
1083,Produce,GoldTree,603.41,8.02,21,2017.0,D
1084,Produce,GoldTree,514.98 grams,7.92,21,2021.0,A
1085,Produce,GoldTree,449.56,7.95,21,,B
1086,Produce,-,395.76,8.17,21,2020.0,A
1087,Dairy,GoldTree,359.78 grams,12.78,22,2016.0,B
1088,Meat,SilverLake,551.99 grams,15.87,28,2020.0,c
1089,Meat,GoldTree,612.55 grams,15.96,25,2020.0,c
1090,Meat,SilverLake,482.89 grams,16.09,27,2015.0,C
1091,Snacks,StandardYums,349.03,6.06,22,2015.0,C
1092,Dairy,TopBrand,506.54,13.19,20,2018.0,C
1093,Bakery,TopBrand,679.98 grams,10.98,14,2020.0,A
1094,Dairy,TopBrand,451.66 grams,12.97,20,2017.0,A
1095,Dairy,TastyTreat,639.81,10.52,22,2019.0,C
1096,Dairy,StandardYums,406.57 grams,8.6,26,2015.0,C
1097,Meat,TopBrand,442.71,16.52,24,2015.0,C
1098,Snacks,StandardYums,378.26,6.69,24,2017.0,C
1099,Produce,GoldTree,519.08,7.98,21,2022.0,A
1100,Bakery,GoldTree,502.97,11.1,16,2019.0,B
1101,Bakery,StandardYums,534.99,7.15,21,,A
1102,Produce,GoldTree,508.54 grams,7.91,21,2016.0,A
1103,Meat,GoldTree,522.92,15.94,25,2021.0,c
1104,Meat,TastyTreat,444.84,13.39,25,2017.0,C
1105,Produce,SmoothTaste,362.49,6.13,22,2021.0,c
1106,Dairy,GoldTree,428.75,13.21,22,2022.0,c
1107,Produce,GoldTree,364.02,7.94,21,2017.0,C
1108,Bakery,GoldTree,533.35,10.99,16,,A
1109,Dairy,TastyTreat,689.62 grams,11.45,23,2018.0,A
1110,Dairy,SmoothTaste,510.38,11.21,23,2016.0,b
1111,Bakery,GoldTree,432.33,11.0,16,2017.0,D
1112,Dairy,GoldTree,620.81,13.21,22,2019.0,C
1113,Snacks,TastyTreat,435.95,7.64,18,2021.0,b
1114,Dairy,SmoothTaste,473.73,10.64,23,2019.0,B
1115,Produce,SilverLake,592.4,7.94,22,2022.0,a
1116,Produce,GoldTree,639.51 grams,8.0,21,2022.0,c
1117,Snacks,YumMie,357.48,5.98,17,2015.0,B
1118,Meat,TopBrand,510.2,16.06,23,2016.0,C
1119,Bakery,GoldTree,623.74,10.94,16,2016.0,B
1120,Produce,TopBrand,593.68,8.33,19,2016.0,C
1121,Produce,GoldTree,510.99 grams,7.92,21,2019.0,C
1122,Meat,SilverLake,500.17,15.8,28,2018.0,b
1123,Meat,TastyTreat,675.3,14.43,26,2020.0,A
1124,Bakery,TopBrand,407.25 grams,10.76,14,2017.0,C
1125,Meat,SilverLake,616.95,15.99,27,2021.0,C
1126,Produce,GoldTree,567.27 grams,8.08,21,,A
1127,Meat,SmoothTaste,454.78 grams,13.72,27,2018.0,C
1128,Meat,GoldTree,517.17,16.07,25,2018.0,D
1129,Produce,GoldTree,459.99,8.3,21,2018.0,D
1130,Dairy,TastyTreat,402.03 grams,12.51,22,2018.0,C
1131,Snacks,YumMie,306.59 grams,6.11,18,2015.0,B
1132,Dairy,SmoothTaste,495.77 grams,12.36,23,2018.0,A
1133,Dairy,SmoothTaste,569.95,11.16,23,2020.0,d
1134,Meat,TastyTreat,554.57,14.11,26,2017.0,C
1135,Snacks,YumMie,365.96,6.04,18,2021.0,B
1136,Meat,SmoothTaste,437.19,14.26,27,2019.0,c
1137,Meat,StandardYums,427.01,12.19,31,2016.0,C
1138,Dairy,TopBrand,725,12.87,20,2021.0,c
1139,Dairy,SmoothTaste,507.38,10.64,23,2019.0,d
1140,Produce,TastyTreat,480.85,6.59,21,2018.0,B
1141,Bakery,GoldTree,657.35 grams,11.02,16,2019.0,C
1142,Produce,TopBrand,758.54,8.13,19,,B
1143,Dairy,TastyTreat,539.93,10.86,22,2015.0,a
1144,Bakery,TastyTreat,477.39 grams,8.5,17,,b
1145,Bakery,StandardYums,639.94,6.99,21,,C
1146,Produce,GoldTree,478.86 grams,8.12,21,,B
1147,Meat,TastyTreat,560.1 grams,13.46,26,,a
1148,Produce,GoldTree,566.24,8.02,21,2018.0,C
1149,Meat,GoldTree,445.09,16.01,25,2016.0,D
1150,Meat,SilverLake,491.21,16.15,27,,b
1151,Meat,StandardYums,621.83 grams,12.11,30,2022.0,A
1152,Produce,GoldTree,555.08 grams,7.98,21,2015.0,B
1153,Bakery,YumMie,558.08,6.93,16,2020.0,C
1154,Produce,GoldTree,571.58 grams,8.05,21,2015.0,A
1155,Produce,SmoothTaste,407.14,6.22,21,2022.0,d
1156,Dairy,GoldTree,482.06,13.14,22,2017.0,A
1157,Produce,TastyTreat,391.72 grams,6.76,22,2015.0,A
1158,Snacks,GoldTree,453.75,9.84,18,2017.0,B
1159,Meat,SilverLake,535.78,16.34,28,2016.0,a
1160,Dairy,GoldTree,442.82,13.13,22,2017.0,C
1161,Produce,GoldTree,467.47 grams,8.0,21,2017.0,C
1162,Snacks,TastyTreat,547.84,8.14,18,2018.0,b
1163,Meat,GoldTree,614.51,16.09,26,2021.0,D
1164,Produce,SilverLake,495.7,7.8,22,2019.0,c
1165,Dairy,GoldTree,534.98 grams,13.16,22,2015.0,B
1166,Dairy,TopBrand,432.66,13.25,20,,D
1167,Meat,SmoothTaste,565.46 grams,14.43,27,,D
1168,Dairy,-,367.67,9.11,26,2017.0,c
1169,Dairy,TopBrand,552.55,13.08,20,2017.0,D
1170,Produce,TopBrand,577.29,7.96,19,2019.0,a
1171,Meat,TopBrand,449.05,15.89,24,2018.0,D
1172,Bakery,GoldTree,638.45,10.81,16,2018.0,B
1173,Meat,TastyTreat,333.41,14.28,26,2018.0,A
1174,Meat,TopBrand,473.45,15.91,23,2020.0,c
1175,Meat,StandardYums,587.63,12.3,30,2021.0,c
1176,Produce,GoldTree,573.36,8.15,21,2015.0,D
1177,Bakery,SmoothTaste,495.97,8.9,17,2015.0,B
1178,Dairy,TastyTreat,544.87 grams,10.81,23,2022.0,a
1179,Dairy,SmoothTaste,607.05 grams,11.39,23,2019.0,d
1180,Produce,GoldTree,431.85,8.2,21,2020.0,A
1181,Bakery,SmoothTaste,590.51,9.17,17,2020.0,d
1182,Snacks,YumMie,420.06 grams,6.5,17,2016.0,d
1183,Snacks,YumMie,428.16,5.96,18,2016.0,B
1184,Dairy,StandardYums,564.08,9.63,26,2021.0,C
1185,Meat,SmoothTaste,576.01,13.59,26,2019.0,C
1186,Meat,TopBrand,558.03 grams,16.21,24,2020.0,a
1187,Meat,GoldTree,570.27,16.06,26,2021.0,B
1188,Bakery,StandardYums,438.91,6.89,21,2022.0,C
1189,Produce,GoldTree,591.47,8.04,21,,A
1190,Dairy,GoldTree,611.96,13.1,22,2021.0,b
1191,Snacks,YumMie,419.07,6.0,18,2015.0,c
1192,Bakery,TastyTreat,474.41 grams,8.91,17,2019.0,C
1193,Dairy,TastyTreat,381.9,11.31,22,,D
1194,Produce,SilverLake,495.62,8.27,22,2022.0,D
1195,Produce,SilverLake,440.54,8.2,23,2020.0,d
1196,Produce,GoldTree,649.16 grams,8.02,21,2019.0,C
1197,Meat,SilverLake,412.47 grams,16.09,28,2021.0,A
1198,Meat,StandardYums,650.2,12.0,30,2019.0,c
1199,Meat,SmoothTaste,559.82,14.44,27,2017.0,c
1200,Dairy,YumMie,628.86,9.14,22,2016.0,D
1201,Produce,SmoothTaste,529.43,5.97,22,2021.0,A
1202,Snacks,StandardYums,500.58 grams,5.92,22,2022.0,D
1203,Meat,TastyTreat,682.34 grams,14.24,25,2018.0,b
1204,Produce,SmoothTaste,476.74 grams,6.45,22,2016.0,C
1205,Produce,SilverLake,647.02,8.21,22,,D
1206,Produce,SilverLake,410.27,7.73,22,,b
1207,Produce,GoldTree,680.48 grams,7.78,21,2018.0,C
1208,Produce,GoldTree,439.36 grams,8.14,21,2021.0,C
1209,Produce,GoldTree,614.54,8.19,21,2018.0,B
1210,Bakery,TopBrand,485.2,11.0,14,2020.0,B
1211,Snacks,GoldTree,483.33 grams,10.08,18,2019.0,A
1212,Meat,StandardYums,464.71,12.48,30,2017.0,D
1213,Meat,SilverLake,571.69,16.09,28,2018.0,c
1214,Produce,TopBrand,471.15,8.21,18,2015.0,a
1215,Dairy,YumMie,629.98,9.0,22,2018.0,C
1216,Bakery,StandardYums,452.83,6.6,21,2015.0,b
1217,Meat,YumMie,574.78,12.03,26,2022.0,D
1218,Produce,TastyTreat,643.69 grams,5.71,22,2015.0,A
1219,Meat,SilverLake,757.87,15.98,27,2017.0,C
1220,Produce,TopBrand,315.43 grams,7.66,19,,A
1221,Meat,SilverLake,544.74,15.86,27,2016.0,C
1222,Produce,StandardYums,479.41,4.18,25,2015.0,A
1223,Dairy,GoldTree,458.17 grams,13.17,22,2018.0,C
1224,Dairy,SmoothTaste,490.6,10.57,23,2020.0,a
1225,Produce,SilverLake,430.42,7.87,22,2019.0,B
1226,Meat,SilverLake,372.83,15.99,27,,b
1227,Bakery,StandardYums,305.35 grams,6.61,21,2020.0,A
1228,Bakery,StandardYums,551.25 grams,7.46,21,2020.0,C
1229,Bakery,SmoothTaste,668.51,9.35,17,2018.0,C
1230,Produce,GoldTree,566.07,8.04,21,2019.0,a
1231,Dairy,TopBrand,648.83,12.58,20,,D
1232,Snacks,TastyTreat,489.59,7.61,18,2022.0,d
1233,Bakery,YumMie,337.06,6.97,16,2022.0,C
1234,Dairy,SilverLake,493.96,12.79,23,2019.0,D
1235,Snacks,YumMie,594.68,6.18,18,2019.0,C
1236,Snacks,YumMie,394.77,5.82,18,2017.0,C
1237,Produce,SilverLake,402.12 grams,7.97,22,,b
1238,Meat,SmoothTaste,416.9,13.91,29,,B
1239,Meat,TopBrand,642.68,16.33,23,2015.0,A
1240,Produce,GoldTree,606.01,8.11,21,2019.0,C
1241,Produce,TastyTreat,567.13,5.63,22,2018.0,A
1242,Bakery,TastyTreat,577.83 grams,9.13,17,2022.0,D
1243,Dairy,GoldTree,402.56,13.15,22,2016.0,C
1244,Meat,YumMie,605.4 grams,11.86,25,2019.0,B
1245,Meat,GoldTree,510.39,16.08,25,2016.0,c
1246,Meat,SilverLake,561.65 grams,15.87,27,2016.0,a
1247,Dairy,GoldTree,513.6,12.84,22,,B
1248,Meat,GoldTree,427.04,16.1,25,2018.0,A
1249,Meat,GoldTree,562.02 grams,16.05,25,,b
1250,Meat,TastyTreat,627.3,14.31,26,2018.0,d
1251,Bakery,StandardYums,631.58,6.61,22,2021.0,A
1252,Dairy,SilverLake,579.7,13.37,24,2020.0,d
1253,Produce,GoldTree,513.66,8.02,21,2018.0,D
1254,Bakery,TastyTreat,577.52 grams,9.1,16,2021.0,B
1255,Meat,GoldTree,558.38,16.14,26,2021.0,b
1256,Produce,SilverLake,592.71,8.0,23,2019.0,b
1257,Meat,TopBrand,575.96,15.83,24,2020.0,A
1258,Bakery,SilverLake,568.91,11.37,18,2020.0,D
1259,Meat,GoldTree,607.47,15.98,25,2022.0,A
1260,Snacks,YumMie,368.85,6.0,17,2018.0,B
1261,Dairy,YumMie,670.01,8.92,22,2015.0,D
1262,Bakery,SmoothTaste,600.36,8.69,18,2020.0,A
1263,Bakery,YumMie,455.04,6.97,16,2019.0,d
1264,Produce,SilverLake,325.96,8.26,23,2021.0,C
1265,Meat,SmoothTaste,458.21,13.98,27,2019.0,B
1266,Bakery,TastyTreat,492.86,8.74,17,2018.0,c
1267,Produce,TopBrand,349.72,7.84,19,2018.0,D
1268,Dairy,SmoothTaste,605.33,11.36,23,2020.0,D
1269,Dairy,SilverLake,369.28,13.22,23,2020.0,b
1270,Produce,YumMie,536.38,4.26,21,2015.0,D
1271,Produce,GoldTree,612.07 grams,8.05,21,2020.0,c
1272,Dairy,TopBrand,287.09,12.85,20,2015.0,d
1273,Snacks,TastyTreat,410.35,9.36,18,2020.0,C
1274,Snacks,StandardYums,415.62 grams,6.45,22,2020.0,B
1275,Produce,StandardYums,387.8,3.47,28,2015.0,C
1276,Bakery,SmoothTaste,584.9,9.0,17,2016.0,A
1277,Meat,SmoothTaste,444.58,13.83,27,2019.0,d
1278,Meat,TastyTreat,630.35,13.65,26,2019.0,C
1279,Bakery,TopBrand,620.15 grams,11.15,14,2018.0,b
1280,Bakery,StandardYums,459.58,6.83,20,2020.0,b
